index,contact,day,month,duration,campaign,pdays,pdays_d,previous,poutcome,y
24274,cellular,3,apr,189.0,2,-1,-1,0,unknown,no
24275,cellular,5,feb,361.0,1,253,253,2,failure,no
24276,cellular,17,apr,462.0,1,-1,-1,0,unknown,no
24277,unknown,5,jun,245.0,2,-1,-1,0,unknown,no
24278,unknown,5,jun,155.0,3,-1,-1,0,unknown,no
24279,unknown,5,jun,267.0,11,-1,-1,0,unknown,no
24280,cellular,5,feb,410.0,1,-1,-1,0,unknown,no
24281,cellular,17,apr,77.0,3,338,338,3,failure,no
24282,unknown,5,jun,53.0,1,-1,-1,0,unknown,no
24283,cellular,16,jul,84.0,5,183,183,2,failure,no
24284,cellular,17,apr,156.0,1,273,273,3,failure,no
24285,unknown,20,jul,5.0,1,791,791,1,failure,no
24286,unknown,5,jun,85.0,2,-1,-1,0,unknown,no
24287,cellular,20,jul,174.0,2,215,215,6,other,no
24288,cellular,29,jan,141.0,1,245,245,3,failure,no
24289,cellular,2,apr,1164.0,1,-1,-1,0,unknown,yes
24290,unknown,20,jul,7.0,1,-1,-1,0,unknown,no
24291,unknown,5,jun,42.0,1,-1,-1,0,unknown,no
24292,cellular,29,jan,39.0,1,-1,-1,0,unknown,no
24293,unknown,5,jun,166.0,2,-1,-1,0,unknown,no
24294,cellular,2,apr,80.0,1,-1,-1,0,unknown,no
24295,unknown,5,jun,627.0,1,-1,-1,0,unknown,no
24296,cellular,5,feb,81.0,3,273,273,3,failure,no
24297,cellular,20,jul,288.0,1,133,133,2,failure,no
24298,cellular,5,feb,208.0,1,-1,-1,0,unknown,no
24299,cellular,5,feb,134.0,2,203,203,1,success,no
24300,cellular,29,jan,99.0,1,227,227,3,failure,no
24301,cellular,2,apr,361.0,1,136,136,1,other,no
24302,cellular,2,apr,58.0,1,136,136,1,failure,no
24303,cellular,2,apr,164.0,1,300,300,2,failure,no
24304,unknown,22,jul,5.0,1,701,701,6,other,no
24305,cellular,2,apr,477.0,2,267,267,1,failure,no
24306,cellular,20,jul,178.0,2,92,92,8,failure,yes
24307,unknown,5,jun,508.0,2,-1,-1,0,unknown,yes
24308,cellular,5,feb,205.0,2,253,253,2,success,no
24309,unknown,5,jun,109.0,2,-1,-1,0,unknown,no
24310,unknown,5,jun,590.0,3,-1,-1,0,unknown,yes
24311,unknown,17,jul,19.0,1,-1,-1,0,unknown,no
24312,unknown,5,jun,127.0,2,-1,-1,0,unknown,no
24313,unknown,5,jun,736.0,2,-1,-1,0,unknown,yes
24314,unknown,5,jun,202.0,1,-1,-1,0,unknown,no
24315,cellular,17,apr,341.0,1,-1,-1,0,unknown,no
24316,cellular,2,apr,464.0,1,287,287,1,failure,no
24317,cellular,2,apr,249.0,1,-1,-1,0,unknown,no
24318,cellular,2,apr,293.0,2,314,314,2,failure,no
24319,cellular,4,jul,436.0,4,-1,-1,0,unknown,no
24320,cellular,2,apr,77.0,2,133,133,4,failure,no
24321,cellular,4,jul,1044.0,3,-1,-1,0,unknown,yes
24322,cellular,2,apr,1012.0,2,-1,-1,0,unknown,no
24323,cellular,2,apr,1074.0,3,217,217,8,failure,no
24324,unknown,5,jun,290.0,1,-1,-1,0,unknown,no
24325,cellular,5,feb,75.0,2,-1,-1,0,unknown,no
24326,cellular,5,feb,161.0,2,258,258,1,failure,no
24327,unknown,5,jun,202.0,1,-1,-1,0,unknown,no
24328,telephone,4,jul,141.0,2,-1,-1,0,unknown,no
24329,unknown,5,jun,169.0,3,-1,-1,0,unknown,no
24330,unknown,5,jun,620.0,2,-1,-1,0,unknown,no
24331,cellular,3,apr,272.0,1,-1,-1,0,unknown,no
24332,unknown,5,jun,181.0,2,-1,-1,0,unknown,no
24333,unknown,5,jun,127.0,6,-1,-1,0,unknown,no
24334,cellular,3,apr,939.0,1,-1,-1,0,unknown,yes
24335,cellular,13,jul,88.0,1,181,181,2,failure,no
24336,unknown,5,jun,247.0,1,-1,-1,0,unknown,no
24337,cellular,3,apr,154.0,1,-1,-1,0,unknown,no
24338,cellular,17,apr,709.0,1,-1,-1,0,unknown,yes
24339,cellular,29,jan,432.0,1,182,182,9,other,no
24340,unknown,5,jun,77.0,2,-1,-1,0,unknown,no
24341,cellular,14,oct,71.0,1,-1,-1,0,unknown,no
24342,cellular,14,oct,108.0,1,-1,-1,0,unknown,no
24343,unknown,5,jun,21.0,10,-1,-1,0,unknown,no
24344,unknown,4,jul,53.0,2,-1,-1,0,unknown,no
24345,unknown,5,jun,175.0,4,-1,-1,0,unknown,no
24346,cellular,3,apr,240.0,1,136,136,5,failure,no
24347,unknown,5,jun,622.0,4,-1,-1,0,unknown,no
24348,unknown,5,jun,1865.0,2,-1,-1,0,unknown,yes
24349,unknown,4,jul,89.0,2,-1,-1,0,unknown,no
24350,cellular,5,feb,188.0,1,247,247,4,other,no
24351,cellular,17,apr,198.0,5,331,331,1,failure,no
24352,unknown,5,jun,59.0,7,-1,-1,0,unknown,no
24353,unknown,5,jun,63.0,3,-1,-1,0,unknown,no
24354,unknown,5,jun,517.0,3,-1,-1,0,unknown,no
24355,cellular,3,apr,134.0,1,-1,-1,0,unknown,no
24356,unknown,5,jun,420.0,4,-1,-1,0,unknown,no
24357,cellular,3,apr,273.0,2,136,136,2,failure,no
24358,unknown,5,jun,955.0,4,-1,-1,0,unknown,no
24359,cellular,17,apr,135.0,1,-1,-1,0,unknown,no
24360,unknown,5,jun,412.0,2,-1,-1,0,unknown,no
24361,unknown,5,jun,337.0,2,-1,-1,0,unknown,no
24362,unknown,5,jun,138.0,3,-1,-1,0,unknown,no
24363,unknown,5,jun,494.0,5,-1,-1,0,unknown,yes
24364,unknown,5,jun,22.0,15,-1,-1,0,unknown,no
24365,cellular,5,feb,116.0,1,192,192,8,other,no
24366,unknown,5,jun,61.0,3,-1,-1,0,unknown,no
24367,cellular,5,feb,150.0,1,-1,-1,0,unknown,no
24368,cellular,13,jul,195.0,2,91,91,10,success,yes
24369,unknown,5,jun,101.0,11,-1,-1,0,unknown,no
24370,unknown,5,jun,105.0,3,-1,-1,0,unknown,no
24371,cellular,5,feb,139.0,1,-1,-1,0,unknown,no
24372,cellular,5,feb,119.0,1,195,195,8,success,no
24373,unknown,5,jun,57.0,2,-1,-1,0,unknown,no
24374,unknown,5,jun,26.0,24,-1,-1,0,unknown,no
24375,cellular,5,feb,140.0,1,-1,-1,0,unknown,no
24376,cellular,5,feb,131.0,1,265,265,1,failure,no
24377,unknown,5,jun,163.0,1,-1,-1,0,unknown,no
24378,cellular,3,apr,93.0,2,-1,-1,0,unknown,no
24379,cellular,3,apr,478.0,3,-1,-1,0,unknown,no
24380,cellular,3,apr,707.0,1,302,302,3,failure,yes
24381,unknown,5,jun,511.0,1,-1,-1,0,unknown,no
24382,cellular,3,apr,353.0,2,227,227,4,failure,no
24383,cellular,15,jul,346.0,1,181,181,4,success,yes
24384,unknown,5,jun,309.0,2,-1,-1,0,unknown,no
24385,unknown,5,jun,52.0,1,-1,-1,0,unknown,no
24386,cellular,14,oct,117.0,1,-1,-1,0,unknown,no
24387,cellular,14,oct,146.0,1,518,518,1,failure,no
24388,unknown,5,jun,237.0,2,-1,-1,0,unknown,no
24389,cellular,3,apr,376.0,1,-1,-1,0,unknown,no
24390,cellular,5,feb,52.0,1,253,253,2,failure,no
24391,unknown,5,jun,96.0,2,-1,-1,0,unknown,no
24392,cellular,5,feb,141.0,4,-1,-1,0,unknown,no
24393,telephone,5,feb,508.0,1,-1,-1,0,unknown,no
24394,unknown,5,jun,64.0,2,-1,-1,0,unknown,no
24395,telephone,15,jul,552.0,2,-1,-1,0,unknown,yes
24396,unknown,4,jul,150.0,2,-1,-1,0,unknown,yes
24397,unknown,5,jun,27.0,8,-1,-1,0,unknown,no
24398,cellular,5,feb,307.0,2,-1,-1,0,unknown,no
24399,cellular,3,apr,352.0,1,332,332,2,failure,no
24400,cellular,5,feb,253.0,1,-1,-1,0,unknown,no
24401,unknown,5,jun,61.0,2,-1,-1,0,unknown,no
24402,unknown,14,jul,71.0,1,-1,-1,0,unknown,no
24403,unknown,5,jun,87.0,1,-1,-1,0,unknown,no
24404,cellular,29,jan,177.0,1,-1,-1,0,unknown,no
24405,cellular,5,feb,232.0,1,253,253,2,failure,no
24406,cellular,14,oct,727.0,3,182,182,2,other,no
24407,cellular,3,apr,170.0,1,-1,-1,0,unknown,no
24408,unknown,5,jun,563.0,1,-1,-1,0,unknown,no
24409,cellular,3,apr,277.0,2,333,333,1,failure,no
24410,telephone,5,feb,37.0,1,-1,-1,0,unknown,no
24411,cellular,14,oct,104.0,1,85,85,19,failure,no
24412,cellular,3,apr,314.0,1,318,318,1,failure,no
24413,cellular,3,apr,445.0,1,135,135,3,failure,no
24414,unknown,5,jun,190.0,2,-1,-1,0,unknown,no
24415,cellular,5,feb,160.0,1,-1,-1,0,unknown,no
24416,cellular,3,apr,697.0,2,-1,-1,0,unknown,no
24417,cellular,14,oct,113.0,1,50,50,2,success,no
24418,cellular,5,feb,33.0,4,8,8,3,other,no
24419,cellular,14,jul,287.0,2,415,415,1,failure,yes
24420,cellular,5,feb,358.0,1,-1,-1,0,unknown,no
24421,cellular,3,apr,297.0,1,323,323,2,failure,no
24422,unknown,5,jun,245.0,2,-1,-1,0,unknown,no
24423,cellular,17,apr,351.0,1,337,337,3,failure,no
24424,unknown,4,jun,96.0,3,-1,-1,0,unknown,no
24425,cellular,2,aug,428.0,2,272,272,8,success,yes
24426,unknown,2,jun,204.0,5,-1,-1,0,unknown,no
24427,unknown,2,jun,826.0,4,-1,-1,0,unknown,no
24428,unknown,2,jun,777.0,4,-1,-1,0,unknown,yes
24429,unknown,2,jun,32.0,2,-1,-1,0,unknown,no
24430,unknown,2,jun,56.0,8,-1,-1,0,unknown,no
24431,unknown,2,jun,136.0,4,-1,-1,0,unknown,no
24432,unknown,2,jun,290.0,1,-1,-1,0,unknown,no
24433,unknown,2,jun,267.0,10,-1,-1,0,unknown,no
24434,unknown,2,jun,126.0,1,-1,-1,0,unknown,no
24435,unknown,2,jun,360.0,3,-1,-1,0,unknown,no
24436,unknown,2,jun,80.0,3,-1,-1,0,unknown,no
24437,unknown,2,jun,288.0,1,-1,-1,0,unknown,no
24438,unknown,2,jun,156.0,5,-1,-1,0,unknown,no
24439,cellular,5,feb,1823.0,1,205,205,1,failure,no
24440,unknown,2,jun,214.0,2,-1,-1,0,unknown,no
24441,unknown,2,jun,75.0,5,-1,-1,0,unknown,no
24442,unknown,2,jun,345.0,3,-1,-1,0,unknown,no
24443,unknown,2,jun,626.0,1,-1,-1,0,unknown,no
24444,cellular,17,apr,456.0,1,331,331,1,failure,no
24445,unknown,2,jun,82.0,1,-1,-1,0,unknown,no
24446,unknown,2,jun,230.0,4,-1,-1,0,unknown,no
24447,cellular,29,jan,100.0,1,-1,-1,0,unknown,no
24448,unknown,2,jun,91.0,1,-1,-1,0,unknown,no
24449,unknown,2,jun,198.0,1,-1,-1,0,unknown,no
24450,unknown,2,jun,164.0,2,-1,-1,0,unknown,no
24451,unknown,2,jun,229.0,8,-1,-1,0,unknown,no
24452,cellular,29,jan,197.0,1,-1,-1,0,unknown,no
24453,cellular,5,feb,342.0,2,260,260,2,failure,no
24454,unknown,2,jun,142.0,3,-1,-1,0,unknown,no
24455,unknown,2,jun,351.0,6,-1,-1,0,unknown,no
24456,unknown,2,jun,746.0,2,-1,-1,0,unknown,no
24457,cellular,3,aug,261.0,1,470,470,2,failure,yes
24458,unknown,2,jun,18.0,1,-1,-1,0,unknown,no
24459,unknown,2,jun,213.0,2,-1,-1,0,unknown,no
24460,unknown,2,jun,392.0,3,-1,-1,0,unknown,no
24461,unknown,2,jun,20.0,21,-1,-1,0,unknown,no
24462,unknown,2,jun,375.0,1,-1,-1,0,unknown,no
24463,unknown,2,jun,164.0,4,-1,-1,0,unknown,no
24464,unknown,2,jun,120.0,2,-1,-1,0,unknown,no
24465,cellular,5,feb,449.0,2,-1,-1,0,unknown,no
24466,unknown,2,jun,178.0,1,-1,-1,0,unknown,no
24467,cellular,5,feb,215.0,1,80,80,1,other,no
24468,unknown,2,jun,53.0,1,-1,-1,0,unknown,no
24469,unknown,2,jun,98.0,4,-1,-1,0,unknown,no
24470,unknown,2,jun,73.0,3,-1,-1,0,unknown,no
24471,unknown,2,jun,132.0,5,-1,-1,0,unknown,no
24472,cellular,7,jul,250.0,2,-1,-1,0,unknown,no
24473,unknown,2,jun,76.0,2,-1,-1,0,unknown,no
24474,unknown,2,jun,312.0,2,-1,-1,0,unknown,no
24475,unknown,2,jun,87.0,4,-1,-1,0,unknown,no
24476,cellular,3,aug,654.0,2,-1,-1,0,unknown,yes
24477,unknown,2,jun,350.0,1,-1,-1,0,unknown,no
24478,unknown,2,jun,200.0,3,-1,-1,0,unknown,no
24479,unknown,2,jun,555.0,5,-1,-1,0,unknown,yes
24480,unknown,2,jun,252.0,4,-1,-1,0,unknown,no
24481,unknown,2,jun,60.0,9,-1,-1,0,unknown,no
24482,unknown,2,jun,117.0,2,-1,-1,0,unknown,no
24483,unknown,2,jun,671.0,5,-1,-1,0,unknown,yes
24484,unknown,2,jun,171.0,1,-1,-1,0,unknown,no
24485,unknown,2,jun,159.0,6,-1,-1,0,unknown,no
24486,cellular,17,apr,76.0,1,343,343,2,failure,no
24487,cellular,31,mar,265.0,1,230,230,2,failure,no
24488,unknown,2,jun,612.0,2,-1,-1,0,unknown,no
24489,unknown,2,jun,424.0,2,-1,-1,0,unknown,no
24490,unknown,2,jun,145.0,2,-1,-1,0,unknown,no
24491,cellular,17,apr,39.0,2,324,324,1,other,no
24492,unknown,2,jun,41.0,5,-1,-1,0,unknown,no
24493,unknown,2,jun,276.0,2,-1,-1,0,unknown,no
24494,unknown,2,jun,222.0,2,-1,-1,0,unknown,no
24495,unknown,2,jun,218.0,2,-1,-1,0,unknown,no
24496,unknown,2,jun,548.0,8,-1,-1,0,unknown,no
24497,unknown,2,jun,176.0,4,-1,-1,0,unknown,no
24498,cellular,31,mar,371.0,2,257,257,1,other,no
24499,unknown,2,jun,144.0,2,-1,-1,0,unknown,no
24500,unknown,2,jun,140.0,3,-1,-1,0,unknown,no
24501,unknown,2,jun,42.0,1,-1,-1,0,unknown,no
24502,cellular,7,jul,136.0,4,-1,-1,0,unknown,no
24503,unknown,2,jun,518.0,1,-1,-1,0,unknown,no
24504,unknown,2,jun,252.0,5,-1,-1,0,unknown,no
24505,unknown,2,jun,150.0,5,-1,-1,0,unknown,no
24506,unknown,2,jun,29.0,32,-1,-1,0,unknown,no
24507,unknown,2,jun,71.0,1,-1,-1,0,unknown,no
24508,unknown,2,jun,108.0,1,-1,-1,0,unknown,no
24509,unknown,2,jun,136.0,1,-1,-1,0,unknown,no
24510,unknown,2,jun,111.0,3,-1,-1,0,unknown,no
24511,unknown,2,jun,322.0,5,-1,-1,0,unknown,no
24512,unknown,2,jun,129.0,4,-1,-1,0,unknown,no
24513,unknown,2,jun,86.0,1,-1,-1,0,unknown,no
24514,unknown,2,jun,267.0,1,-1,-1,0,unknown,no
24515,unknown,2,jun,142.0,2,-1,-1,0,unknown,no
24516,unknown,2,jun,335.0,2,-1,-1,0,unknown,no
24517,unknown,2,jun,261.0,8,-1,-1,0,unknown,no
24518,unknown,2,jun,289.0,2,-1,-1,0,unknown,no
24519,cellular,7,jul,718.0,2,-1,-1,0,unknown,yes
24520,unknown,3,jun,154.0,5,-1,-1,0,unknown,no
24521,unknown,3,jun,87.0,1,-1,-1,0,unknown,no
24522,unknown,3,jun,197.0,5,-1,-1,0,unknown,no
24523,unknown,3,jun,67.0,10,-1,-1,0,unknown,no
24524,unknown,3,jun,86.0,5,-1,-1,0,unknown,no
24525,unknown,3,jun,209.0,2,-1,-1,0,unknown,no
24526,unknown,3,jun,150.0,3,-1,-1,0,unknown,no
24527,cellular,5,feb,22.0,7,266,266,4,other,no
24528,unknown,3,jun,48.0,2,-1,-1,0,unknown,no
24529,unknown,3,jun,70.0,10,-1,-1,0,unknown,no
24530,unknown,3,jun,104.0,7,-1,-1,0,unknown,no
24531,unknown,2,jun,85.0,4,-1,-1,0,unknown,no
24532,unknown,3,jun,152.0,6,-1,-1,0,unknown,no
24533,unknown,2,jun,432.0,4,-1,-1,0,unknown,yes
24534,unknown,2,jun,707.0,14,-1,-1,0,unknown,yes
24535,unknown,2,jun,232.0,3,-1,-1,0,unknown,no
24536,unknown,2,jun,94.0,16,-1,-1,0,unknown,no
24537,cellular,5,feb,71.0,2,-1,-1,0,unknown,yes
24538,unknown,2,jun,605.0,6,-1,-1,0,unknown,yes
24539,unknown,2,jun,20.0,8,-1,-1,0,unknown,no
24540,cellular,3,aug,248.0,1,446,446,2,success,yes
24541,unknown,3,jun,25.0,16,-1,-1,0,unknown,no
24542,unknown,3,jun,450.0,3,-1,-1,0,unknown,no
24543,unknown,3,jun,216.0,1,-1,-1,0,unknown,no
24544,unknown,3,jun,174.0,1,-1,-1,0,unknown,no
24545,unknown,3,jun,159.0,4,-1,-1,0,unknown,no
24546,unknown,3,jun,117.0,1,-1,-1,0,unknown,no
24547,unknown,3,jun,159.0,1,-1,-1,0,unknown,no
24548,unknown,3,jun,115.0,3,-1,-1,0,unknown,no
24549,unknown,3,jun,207.0,1,-1,-1,0,unknown,no
24550,unknown,3,jun,301.0,1,-1,-1,0,unknown,no
24551,unknown,3,jun,542.0,1,-1,-1,0,unknown,no
24552,unknown,3,jun,332.0,3,-1,-1,0,unknown,no
24553,cellular,1,apr,957.0,2,131,131,2,failure,no
24554,unknown,3,jun,63.0,1,-1,-1,0,unknown,no
24555,unknown,3,jun,186.0,1,-1,-1,0,unknown,no
24556,unknown,3,jun,69.0,2,-1,-1,0,unknown,no
24557,unknown,3,jun,267.0,1,-1,-1,0,unknown,no
24558,unknown,3,jun,222.0,1,-1,-1,0,unknown,no
24559,unknown,3,jun,55.0,1,-1,-1,0,unknown,no
24560,unknown,3,jun,73.0,1,-1,-1,0,unknown,no
24561,unknown,3,jun,179.0,1,-1,-1,0,unknown,no
24562,unknown,3,jun,20.0,8,-1,-1,0,unknown,no
24563,cellular,31,mar,248.0,1,-1,-1,0,unknown,no
24564,unknown,2,jun,153.0,9,-1,-1,0,unknown,no
24565,unknown,2,jun,984.0,4,-1,-1,0,unknown,no
24566,unknown,2,jun,74.0,3,-1,-1,0,unknown,no
24567,unknown,2,jun,181.0,16,-1,-1,0,unknown,no
24568,unknown,2,jun,28.0,8,-1,-1,0,unknown,no
24569,unknown,2,jun,134.0,3,-1,-1,0,unknown,no
24570,unknown,2,jun,83.0,6,-1,-1,0,unknown,no
24571,unknown,2,jun,1576.0,3,-1,-1,0,unknown,no
24572,unknown,2,jun,442.0,11,-1,-1,0,unknown,no
24573,unknown,2,jun,358.0,3,-1,-1,0,unknown,no
24574,cellular,7,jul,200.0,4,-1,-1,0,unknown,no
24575,cellular,13,oct,63.0,1,-1,-1,0,unknown,no
24576,unknown,2,jun,239.0,4,-1,-1,0,unknown,no
24577,unknown,2,jun,509.0,2,-1,-1,0,unknown,no
24578,unknown,2,jun,194.0,4,-1,-1,0,unknown,no
24579,unknown,2,jun,130.0,2,-1,-1,0,unknown,no
24580,unknown,2,jun,55.0,25,-1,-1,0,unknown,no
24581,unknown,2,jun,754.0,2,-1,-1,0,unknown,no
24582,cellular,3,aug,108.0,2,180,180,7,failure,no
24583,unknown,2,jun,100.0,4,-1,-1,0,unknown,no
24584,unknown,2,jun,154.0,2,-1,-1,0,unknown,no
24585,unknown,2,jun,178.0,2,-1,-1,0,unknown,no
24586,unknown,2,jun,115.0,2,-1,-1,0,unknown,no
24587,unknown,2,jun,227.0,15,-1,-1,0,unknown,no
24588,unknown,2,jun,92.0,5,-1,-1,0,unknown,no
24589,unknown,2,jun,73.0,5,-1,-1,0,unknown,no
24590,unknown,2,jun,217.0,4,-1,-1,0,unknown,no
24591,unknown,2,jun,134.0,8,-1,-1,0,unknown,no
24592,unknown,2,jun,90.0,4,-1,-1,0,unknown,no
24593,unknown,2,jun,310.0,3,-1,-1,0,unknown,no
24594,unknown,2,jun,43.0,15,-1,-1,0,unknown,no
24595,unknown,2,jun,184.0,5,-1,-1,0,unknown,no
24596,cellular,7,jul,113.0,2,-1,-1,0,unknown,no
24597,unknown,2,jun,253.0,7,-1,-1,0,unknown,no
24598,unknown,2,jun,689.0,3,-1,-1,0,unknown,no
24599,unknown,2,jun,280.0,2,-1,-1,0,unknown,no
24600,unknown,2,jun,312.0,3,-1,-1,0,unknown,no
24601,unknown,2,jun,402.0,9,-1,-1,0,unknown,no
24602,cellular,5,feb,217.0,1,-1,-1,0,unknown,no
24603,unknown,2,jun,16.0,13,-1,-1,0,unknown,no
24604,unknown,2,jun,548.0,2,-1,-1,0,unknown,no
24605,unknown,2,jun,58.0,4,-1,-1,0,unknown,no
24606,unknown,2,jun,110.0,3,-1,-1,0,unknown,no
24607,unknown,2,jun,179.0,7,-1,-1,0,unknown,no
24608,unknown,2,jun,75.0,4,-1,-1,0,unknown,no
24609,unknown,2,jun,222.0,2,-1,-1,0,unknown,no
24610,unknown,2,jun,111.0,4,-1,-1,0,unknown,no
24611,unknown,2,jun,184.0,3,-1,-1,0,unknown,no
24612,cellular,5,feb,177.0,3,211,211,1,success,no
24613,unknown,3,jun,161.0,1,-1,-1,0,unknown,no
24614,unknown,2,jun,563.0,1,-1,-1,0,unknown,yes
24615,unknown,2,jun,130.0,1,-1,-1,0,unknown,no
24616,unknown,2,jun,152.0,2,-1,-1,0,unknown,no
24617,unknown,2,jun,920.0,2,-1,-1,0,unknown,no
24618,unknown,2,jun,76.0,1,-1,-1,0,unknown,no
24619,unknown,2,jun,223.0,1,-1,-1,0,unknown,no
24620,unknown,2,jun,34.0,1,-1,-1,0,unknown,no
24621,unknown,2,jun,329.0,1,-1,-1,0,unknown,no
24622,unknown,2,jun,258.0,1,-1,-1,0,unknown,no
24623,unknown,2,jun,273.0,1,-1,-1,0,unknown,no
24624,unknown,2,jun,215.0,1,-1,-1,0,unknown,no
24625,unknown,2,jun,66.0,6,-1,-1,0,unknown,no
24626,unknown,2,jun,815.0,1,-1,-1,0,unknown,yes
24627,cellular,12,oct,146.0,1,-1,-1,0,unknown,yes
24628,unknown,2,jun,59.0,3,-1,-1,0,unknown,no
24629,unknown,2,jun,156.0,1,-1,-1,0,unknown,no
24630,unknown,2,jun,174.0,1,-1,-1,0,unknown,no
24631,unknown,2,jun,74.0,1,-1,-1,0,unknown,no
24632,cellular,5,feb,116.0,4,-1,-1,0,unknown,no
24633,unknown,2,jun,156.0,1,-1,-1,0,unknown,no
24634,unknown,2,jun,95.0,1,-1,-1,0,unknown,no
24635,unknown,2,jun,21.0,1,-1,-1,0,unknown,no
24636,unknown,2,jun,118.0,1,-1,-1,0,unknown,no
24637,unknown,2,jun,369.0,2,-1,-1,0,unknown,no
24638,unknown,2,jun,122.0,1,-1,-1,0,unknown,no
24639,cellular,5,feb,53.0,1,-1,-1,0,unknown,no
24640,unknown,2,jun,183.0,3,-1,-1,0,unknown,no
24641,unknown,2,jun,193.0,2,-1,-1,0,unknown,no
24642,cellular,7,jul,321.0,3,-1,-1,0,unknown,no
24643,unknown,2,jun,278.0,1,-1,-1,0,unknown,no
24644,unknown,2,jun,210.0,2,-1,-1,0,unknown,no
24645,cellular,7,jul,434.0,3,-1,-1,0,unknown,yes
24646,unknown,2,jun,381.0,2,-1,-1,0,unknown,no
24647,unknown,2,jun,53.0,2,-1,-1,0,unknown,no
24648,unknown,2,jun,209.0,2,-1,-1,0,unknown,no
24649,unknown,2,jun,83.0,1,-1,-1,0,unknown,no
24650,unknown,2,jun,105.0,3,-1,-1,0,unknown,no
24651,unknown,2,jun,82.0,3,-1,-1,0,unknown,no
24652,unknown,2,jun,354.0,1,-1,-1,0,unknown,no
24653,unknown,2,jun,184.0,1,-1,-1,0,unknown,no
24654,unknown,2,jun,317.0,6,-1,-1,0,unknown,no
24655,unknown,2,jun,142.0,4,-1,-1,0,unknown,no
24656,unknown,2,jun,425.0,2,-1,-1,0,unknown,no
24657,unknown,2,jun,445.0,1,-1,-1,0,unknown,no
24658,unknown,2,jun,239.0,1,-1,-1,0,unknown,no
24659,unknown,2,jun,159.0,1,-1,-1,0,unknown,no
24660,unknown,2,jun,24.0,1,-1,-1,0,unknown,no
24661,cellular,7,jul,126.0,3,-1,-1,0,unknown,no
24662,unknown,2,jun,88.0,2,-1,-1,0,unknown,no
24663,unknown,2,jun,128.0,3,-1,-1,0,unknown,no
24664,unknown,2,jun,185.0,1,-1,-1,0,unknown,no
24665,cellular,31,mar,237.0,3,-1,-1,0,unknown,yes
24666,unknown,2,jun,464.0,1,-1,-1,0,unknown,no
24667,cellular,5,feb,339.0,2,-1,-1,0,unknown,no
24668,unknown,2,jun,319.0,5,-1,-1,0,unknown,no
24669,unknown,2,jun,464.0,1,-1,-1,0,unknown,no
24670,unknown,2,jun,151.0,3,-1,-1,0,unknown,no
24671,unknown,2,jun,227.0,1,-1,-1,0,unknown,no
24672,cellular,5,feb,147.0,2,216,216,4,failure,no
24673,unknown,2,jun,364.0,13,-1,-1,0,unknown,no
24674,unknown,2,jun,26.0,1,-1,-1,0,unknown,no
24675,unknown,2,jun,105.0,3,-1,-1,0,unknown,no
24676,unknown,2,jun,172.0,2,-1,-1,0,unknown,no
24677,unknown,2,jun,384.0,1,-1,-1,0,unknown,no
24678,unknown,2,jun,1036.0,1,-1,-1,0,unknown,yes
24679,unknown,2,jun,70.0,1,-1,-1,0,unknown,no
24680,unknown,2,jun,143.0,1,-1,-1,0,unknown,no
24681,unknown,2,jun,64.0,1,-1,-1,0,unknown,no
24682,unknown,2,jun,123.0,1,-1,-1,0,unknown,no
24683,cellular,5,feb,1017.0,4,-1,-1,0,unknown,yes
24684,unknown,2,jun,466.0,1,-1,-1,0,unknown,no
24685,unknown,2,jun,80.0,1,-1,-1,0,unknown,no
24686,cellular,7,jul,118.0,4,-1,-1,0,unknown,no
24687,unknown,2,jun,535.0,4,-1,-1,0,unknown,no
24688,unknown,2,jun,579.0,2,-1,-1,0,unknown,no
24689,unknown,2,jun,132.0,6,-1,-1,0,unknown,no
24690,unknown,2,jun,42.0,1,-1,-1,0,unknown,no
24691,unknown,2,jun,127.0,1,-1,-1,0,unknown,no
24692,unknown,2,jun,184.0,1,-1,-1,0,unknown,no
24693,cellular,7,jul,128.0,3,-1,-1,0,unknown,no
24694,unknown,2,jun,164.0,1,-1,-1,0,unknown,no
24695,unknown,2,jun,447.0,2,-1,-1,0,unknown,no
24696,unknown,2,jun,281.0,1,-1,-1,0,unknown,no
24697,unknown,2,jun,464.0,2,-1,-1,0,unknown,no
24698,unknown,2,jun,197.0,1,-1,-1,0,unknown,no
24699,unknown,2,jun,231.0,1,-1,-1,0,unknown,no
24700,unknown,2,jun,537.0,5,-1,-1,0,unknown,no
24701,cellular,29,jan,129.0,1,265,265,1,failure,no
24702,unknown,2,jun,61.0,2,-1,-1,0,unknown,no
24703,unknown,2,jun,232.0,1,-1,-1,0,unknown,no
24704,unknown,2,jun,490.0,1,-1,-1,0,unknown,no
24705,unknown,2,jun,69.0,1,-1,-1,0,unknown,no
24706,unknown,2,jun,143.0,2,-1,-1,0,unknown,no
24707,cellular,5,feb,26.0,8,267,267,1,other,no
24708,unknown,2,jun,105.0,11,-1,-1,0,unknown,no
24709,unknown,2,jun,249.0,2,-1,-1,0,unknown,no
24710,unknown,2,jun,45.0,3,-1,-1,0,unknown,no
24711,unknown,2,jun,469.0,2,-1,-1,0,unknown,no
24712,unknown,2,jun,304.0,2,-1,-1,0,unknown,no
24713,cellular,7,jul,139.0,2,-1,-1,0,unknown,no
24714,unknown,2,jun,163.0,2,-1,-1,0,unknown,no
24715,unknown,2,jun,31.0,3,-1,-1,0,unknown,no
