index,age,job,marital,education,default,balance,loan
22237,31.0,blue-collar,single,primary,no,-502.0,no
22238,42.0,blue-collar,married,primary,no,163.0,no
22239,44.0,blue-collar,married,secondary,no,2885.0,no
22240,43.0,blue-collar,married,unknown,yes,-715.0,no
22241,40.0,blue-collar,married,primary,no,-476.0,no
22242,44.0,technician,married,secondary,no,378.0,no
22243,36.0,technician,married,tertiary,no,4596.0,no
22244,36.0,technician,married,secondary,no,1345.0,no
22245,34.0,management,single,tertiary,no,1730.0,no
22246,26.0,services,divorced,secondary,no,1600.0,yes
22247,20.0,student,single,tertiary,no,2764.0,no
22248,45.0,services,married,secondary,no,561.0,no
22249,46.0,management,married,tertiary,no,385.0,no
22250,54.0,blue-collar,married,unknown,no,6251.0,no
22251,46.0,entrepreneur,married,primary,no,171.0,no
22252,25.0,blue-collar,married,primary,no,172.0,no
22253,44.0,blue-collar,married,secondary,no,-431.0,no
22254,32.0,management,single,tertiary,no,3886.0,yes
22255,58.0,blue-collar,married,secondary,no,1298.0,no
22256,44.0,blue-collar,married,secondary,no,3610.0,no
22257,51.0,management,single,tertiary,no,3087.0,no
22258,42.0,blue-collar,divorced,secondary,no,685.0,no
22259,38.0,management,divorced,tertiary,no,4425.0,no
22260,30.0,blue-collar,married,primary,no,-430.0,no
22261,28.0,technician,married,tertiary,no,510.0,no
22262,38.0,management,single,tertiary,no,-974.0,no
22263,28.0,admin.,married,secondary,no,7707.0,no
22264,33.0,technician,married,secondary,no,14850.0,no
22265,48.0,admin.,divorced,secondary,no,132.0,no
22266,35.0,management,single,tertiary,no,565.0,no
22267,37.0,blue-collar,married,secondary,no,-510.0,no
22268,46.0,management,married,tertiary,no,583.0,no
22269,37.0,management,divorced,secondary,no,16.0,no
22270,36.0,technician,married,secondary,no,696.0,no
22271,38.0,admin.,divorced,secondary,no,661.0,no
22272,35.0,technician,single,secondary,no,-54.0,no
22273,50.0,services,married,secondary,no,992.0,no
22274,38.0,management,married,tertiary,no,12855.0,no
22275,45.0,blue-collar,married,secondary,no,1964.0,no
22276,36.0,services,married,secondary,no,-260.0,no
22277,37.0,management,divorced,tertiary,no,241.0,no
22278,45.0,blue-collar,married,secondary,no,130.0,no
22279,29.0,management,married,tertiary,no,1671.0,no
22280,42.0,management,married,tertiary,no,1767.0,no
22281,36.0,management,married,tertiary,no,722.0,no
22282,34.0,services,married,secondary,no,457.0,no
22283,53.0,management,married,tertiary,no,3591.0,no
22284,41.0,admin.,divorced,secondary,no,2397.0,no
22285,36.0,management,single,tertiary,no,1089.0,no
22286,36.0,blue-collar,married,primary,no,243.0,yes
22287,53.0,technician,married,secondary,no,2647.0,no
22288,43.0,admin.,divorced,tertiary,no,1440.0,yes
22289,38.0,admin.,divorced,secondary,no,19.0,no
22290,35.0,management,single,tertiary,no,644.0,no
22291,45.0,technician,married,secondary,no,3601.0,no
22292,54.0,blue-collar,divorced,secondary,no,154.0,no
22293,31.0,blue-collar,married,secondary,no,823.0,no
22294,49.0,admin.,married,tertiary,no,255.0,no
22295,29.0,management,married,tertiary,no,239.0,no
22296,57.0,retired,single,tertiary,no,2528.0,yes
22297,33.0,blue-collar,married,primary,no,1002.0,no
22298,27.0,services,single,secondary,no,437.0,yes
22299,31.0,blue-collar,married,unknown,yes,-13.0,no
22300,32.0,blue-collar,single,primary,no,315.0,no
22301,34.0,management,married,tertiary,no,362.0,no
22302,37.0,management,single,secondary,no,3167.0,no
22303,54.0,technician,divorced,secondary,no,814.0,no
22304,42.0,technician,married,secondary,no,-350.0,yes
22305,54.0,management,divorced,tertiary,no,129.0,no
22306,41.0,admin.,single,tertiary,no,1455.0,no
22307,35.0,entrepreneur,married,tertiary,no,512.0,no
22308,43.0,blue-collar,single,primary,no,30.0,no
22309,35.0,management,married,tertiary,no,-65.0,no
22310,38.0,technician,married,secondary,no,226.0,no
22311,42.0,management,married,secondary,no,1607.0,no
22312,50.0,technician,married,secondary,no,1093.0,no
22313,52.0,management,divorced,tertiary,no,2909.0,no
22314,26.0,technician,single,tertiary,no,686.0,no
22315,45.0,blue-collar,married,unknown,no,818.0,no
22316,35.0,blue-collar,divorced,secondary,no,52.0,no
22317,40.0,technician,married,secondary,no,-28.0,yes
22318,39.0,self-employed,married,tertiary,no,3246.0,no
22319,37.0,blue-collar,married,primary,no,95.0,no
22320,32.0,services,single,secondary,no,1659.0,no
22321,42.0,management,divorced,tertiary,no,1775.0,no
22322,39.0,blue-collar,married,primary,no,882.0,no
22323,27.0,blue-collar,married,primary,no,713.0,no
22324,45.0,admin.,married,secondary,no,840.0,no
22325,51.0,entrepreneur,married,tertiary,no,267.0,no
22326,43.0,blue-collar,married,secondary,no,1559.0,no
22327,41.0,self-employed,single,tertiary,no,3950.0,no
22328,28.0,blue-collar,divorced,primary,no,410.0,no
22329,35.0,management,single,tertiary,no,4.0,no
22330,39.0,management,married,secondary,no,1034.0,no
22331,32.0,blue-collar,married,secondary,no,-63.0,no
22332,40.0,blue-collar,married,secondary,no,737.0,no
22333,40.0,management,married,tertiary,no,2147.0,no
22334,51.0,admin.,married,secondary,no,4178.0,no
22335,45.0,housemaid,divorced,primary,no,413.0,no
22336,37.0,technician,single,secondary,no,428.0,no
22337,36.0,blue-collar,single,secondary,no,366.0,yes
22338,37.0,management,married,tertiary,no,569.0,no
22339,29.0,admin.,married,secondary,no,396.0,no
22340,49.0,technician,single,secondary,no,74.0,no
22341,60.0,blue-collar,married,secondary,no,2620.0,no
22342,52.0,technician,married,tertiary,no,1405.0,yes
22343,24.0,blue-collar,married,secondary,no,9.0,yes
22344,55.0,blue-collar,married,primary,no,828.0,no
22345,34.0,admin.,divorced,secondary,no,661.0,no
22346,33.0,blue-collar,single,secondary,no,-147.0,no
22347,42.0,services,married,secondary,no,508.0,no
22348,46.0,services,married,secondary,no,1227.0,yes
22349,40.0,management,married,tertiary,no,0.0,no
22350,37.0,services,married,tertiary,no,0.0,no
22351,42.0,unemployed,married,secondary,no,8131.0,no
22352,30.0,blue-collar,married,secondary,no,486.0,no
22353,49.0,blue-collar,married,primary,no,287.0,no
22354,58.0,technician,married,secondary,no,4299.0,no
22355,27.0,services,single,secondary,no,2457.0,no
22356,34.0,management,divorced,tertiary,no,500.0,no
22357,48.0,technician,married,secondary,no,256.0,no
22358,37.0,management,married,tertiary,no,21.0,no
22359,51.0,management,divorced,secondary,no,3348.0,no
22360,45.0,blue-collar,married,primary,no,19.0,no
22361,55.0,management,married,tertiary,no,856.0,yes
22362,42.0,blue-collar,married,unknown,no,1123.0,no
22363,32.0,blue-collar,single,secondary,no,7712.0,yes
22364,44.0,management,married,tertiary,no,612.0,no
22365,40.0,services,married,secondary,no,-116.0,no
22366,40.0,admin.,married,secondary,no,223.0,no
22367,43.0,admin.,divorced,secondary,no,3350.0,yes
22368,28.0,blue-collar,single,secondary,no,1348.0,no
22369,30.0,admin.,married,secondary,no,873.0,no
22370,50.0,technician,married,unknown,no,1268.0,yes
22371,38.0,technician,divorced,secondary,no,1294.0,no
22372,36.0,management,married,tertiary,no,-1312.0,yes
22373,39.0,blue-collar,single,secondary,no,885.0,no
22374,60.0,technician,divorced,tertiary,no,1900.0,no
22375,48.0,blue-collar,married,primary,no,219.0,no
22376,33.0,technician,married,tertiary,no,16992.0,no
22377,30.0,admin.,married,secondary,no,2931.0,no
22378,30.0,services,single,secondary,no,595.0,no
22379,33.0,blue-collar,single,unknown,no,12.0,no
22380,41.0,blue-collar,married,primary,no,-252.0,no
22381,31.0,technician,married,secondary,no,222.0,no
22382,50.0,management,married,tertiary,no,2488.0,no
22383,38.0,technician,married,secondary,no,381.0,no
22384,45.0,blue-collar,divorced,primary,no,594.0,no
22385,30.0,blue-collar,married,primary,no,179.0,no
22386,49.0,management,married,tertiary,no,-151.0,no
22387,51.0,blue-collar,married,primary,no,1491.0,no
22388,37.0,blue-collar,married,primary,no,655.0,no
22389,41.0,entrepreneur,married,tertiary,no,1065.0,yes
22390,34.0,management,married,tertiary,no,581.0,no
22391,56.0,technician,married,primary,no,675.0,no
22392,50.0,management,divorced,tertiary,no,738.0,yes
22393,38.0,blue-collar,married,primary,no,498.0,no
22394,28.0,technician,married,secondary,no,1180.0,no
22395,38.0,technician,single,tertiary,no,1077.0,yes
22396,35.0,admin.,divorced,secondary,no,45.0,no
22397,41.0,unknown,single,secondary,no,646.0,no
22398,24.0,student,single,secondary,no,2530.0,no
22399,33.0,student,single,tertiary,no,254.0,no
22400,36.0,technician,married,primary,no,4585.0,no
22401,31.0,services,single,unknown,no,347.0,no
22402,32.0,admin.,married,secondary,no,340.0,no
22403,35.0,blue-collar,single,secondary,no,219.0,yes
22404,46.0,admin.,single,secondary,no,1544.0,no
22405,52.0,blue-collar,married,secondary,no,691.0,no
22406,41.0,admin.,single,secondary,no,2015.0,no
22407,39.0,blue-collar,married,primary,no,481.0,no
22408,45.0,admin.,married,secondary,no,-261.0,no
22409,39.0,technician,single,secondary,no,556.0,no
22410,35.0,blue-collar,married,secondary,no,5310.0,no
22411,37.0,services,married,secondary,no,343.0,yes
22412,33.0,management,married,tertiary,no,455.0,yes
22413,49.0,entrepreneur,married,primary,no,3112.0,no
22414,41.0,blue-collar,married,primary,no,943.0,no
22415,43.0,technician,married,secondary,no,5342.0,no
22416,43.0,technician,single,secondary,no,799.0,yes
22417,51.0,services,married,unknown,no,5801.0,no
22418,58.0,blue-collar,married,primary,no,0.0,no
22419,53.0,blue-collar,married,unknown,no,1202.0,no
22420,50.0,management,married,unknown,no,914.0,no
22421,51.0,blue-collar,divorced,primary,no,-413.0,no
22422,45.0,admin.,married,primary,no,895.0,no
22423,36.0,admin.,married,tertiary,no,828.0,no
22424,35.0,admin.,divorced,secondary,no,356.0,no
22425,53.0,management,divorced,tertiary,no,195.0,no
22426,52.0,management,single,tertiary,no,2076.0,no
22427,45.0,blue-collar,married,secondary,no,1778.0,no
22428,35.0,admin.,divorced,secondary,no,869.0,no
22429,49.0,management,married,secondary,no,367.0,no
22430,27.0,management,single,tertiary,no,12956.0,no
22431,50.0,technician,divorced,secondary,no,380.0,no
22432,46.0,admin.,married,secondary,no,-522.0,no
22433,42.0,management,married,tertiary,no,8794.0,no
22434,42.0,management,married,tertiary,no,-1485.0,no
22435,46.0,unemployed,married,secondary,no,2940.0,no
22436,35.0,management,married,secondary,no,1.0,no
22437,34.0,admin.,married,secondary,no,1365.0,no
22438,53.0,services,married,secondary,no,1788.0,no
22439,40.0,blue-collar,married,secondary,no,0.0,yes
22440,39.0,management,married,tertiary,no,0.0,no
22441,33.0,blue-collar,single,primary,no,127.0,no
22442,35.0,management,married,secondary,no,97.0,no
22443,37.0,blue-collar,married,secondary,no,1731.0,yes
22444,56.0,management,married,secondary,no,0.0,no
22445,41.0,services,married,secondary,no,2399.0,no
22446,35.0,management,single,tertiary,no,870.0,no
22447,29.0,student,single,secondary,no,1093.0,no
22448,34.0,services,married,secondary,no,88.0,yes
22449,52.0,unemployed,married,secondary,no,32.0,no
22450,37.0,blue-collar,married,primary,no,1053.0,no
22451,56.0,services,married,secondary,no,705.0,no
22452,38.0,blue-collar,married,primary,no,714.0,no
22453,45.0,housemaid,married,secondary,no,1041.0,no
22454,59.0,technician,married,primary,no,3163.0,no
22455,31.0,admin.,single,secondary,no,0.0,yes
22456,32.0,technician,divorced,secondary,no,211.0,yes
22457,48.0,admin.,married,tertiary,no,960.0,no
22458,48.0,management,married,tertiary,no,666.0,no
22459,41.0,blue-collar,married,secondary,no,51.0,no
22460,36.0,management,single,tertiary,no,0.0,no
22461,47.0,blue-collar,married,secondary,no,762.0,no
22462,47.0,blue-collar,married,secondary,no,0.0,no
22463,37.0,admin.,single,secondary,no,0.0,no
22464,45.0,admin.,married,secondary,no,5244.0,no
22465,58.0,management,married,tertiary,no,4265.0,no
22466,28.0,management,single,tertiary,no,1086.0,no
22467,31.0,management,single,tertiary,no,457.0,no
22468,56.0,blue-collar,married,primary,no,1798.0,no
22469,54.0,management,married,tertiary,no,107.0,no
22470,29.0,management,married,tertiary,no,1366.0,no
22471,40.0,blue-collar,divorced,unknown,no,1171.0,no
22472,59.0,retired,married,secondary,no,9976.0,no
22473,29.0,blue-collar,single,secondary,no,-20.0,no
22474,46.0,blue-collar,married,secondary,no,0.0,no
22475,40.0,management,married,secondary,no,1576.0,yes
22476,40.0,blue-collar,married,secondary,no,271.0,no
22477,44.0,management,married,tertiary,no,1451.0,no
22478,27.0,technician,single,secondary,no,357.0,no
22479,29.0,blue-collar,single,secondary,no,0.0,no
22480,44.0,technician,married,tertiary,no,184.0,yes
22481,48.0,blue-collar,married,unknown,no,2201.0,no
22482,53.0,blue-collar,married,primary,no,95.0,no
22483,30.0,blue-collar,married,secondary,no,125.0,no
22484,42.0,admin.,single,primary,no,629.0,no
22485,43.0,technician,married,secondary,no,-235.0,yes
22486,34.0,blue-collar,married,primary,no,1031.0,no
22487,31.0,services,single,secondary,no,203.0,no
22488,32.0,blue-collar,married,secondary,no,298.0,no
22489,42.0,blue-collar,married,secondary,no,205.0,yes
22490,38.0,management,divorced,tertiary,no,4692.0,no
22491,51.0,blue-collar,married,primary,no,844.0,no
22492,25.0,unemployed,married,secondary,no,285.0,no
22493,34.0,technician,divorced,secondary,no,-276.0,no
22494,31.0,management,single,tertiary,no,524.0,yes
22495,46.0,blue-collar,married,primary,no,684.0,no
22496,35.0,self-employed,married,secondary,no,0.0,no
22497,37.0,technician,married,tertiary,no,472.0,no
22498,49.0,blue-collar,married,secondary,no,0.0,no
22499,37.0,management,married,tertiary,no,-113.0,no
22500,39.0,blue-collar,divorced,secondary,no,94.0,no
22501,33.0,technician,married,secondary,no,1844.0,no
22502,36.0,management,single,tertiary,no,891.0,no
22503,33.0,management,married,tertiary,no,377.0,no
22504,42.0,technician,married,secondary,no,-158.0,no
22505,31.0,blue-collar,married,primary,no,3283.0,no
22506,40.0,housemaid,married,tertiary,no,795.0,no
22507,29.0,technician,single,secondary,no,404.0,no
22508,38.0,services,divorced,primary,no,92.0,yes
22509,52.0,technician,married,secondary,no,963.0,no
22510,41.0,housemaid,divorced,tertiary,no,9767.0,no
22511,45.0,management,married,tertiary,no,1929.0,no
22512,35.0,management,married,tertiary,no,1550.0,no
22513,38.0,blue-collar,married,primary,no,1131.0,no
22514,30.0,management,married,tertiary,no,623.0,no
22515,36.0,technician,single,tertiary,no,670.0,no
22516,42.0,entrepreneur,married,secondary,no,0.0,yes
22517,38.0,blue-collar,married,unknown,no,976.0,no
22518,33.0,blue-collar,married,primary,no,233.0,no
22519,35.0,blue-collar,married,secondary,no,807.0,no
22520,45.0,admin.,married,secondary,no,142.0,yes
22521,38.0,blue-collar,single,secondary,no,522.0,no
22522,29.0,blue-collar,single,secondary,no,-125.0,no
22523,54.0,blue-collar,divorced,secondary,no,0.0,yes
22524,47.0,admin.,married,secondary,no,869.0,no
22525,31.0,student,single,tertiary,no,479.0,no
22526,41.0,blue-collar,married,primary,no,336.0,no
22527,36.0,blue-collar,single,secondary,no,0.0,no
22528,39.0,management,single,secondary,no,835.0,no
22529,25.0,blue-collar,single,secondary,no,1429.0,no
22530,28.0,services,single,secondary,no,6332.0,no
22531,45.0,blue-collar,married,secondary,no,90.0,no
22532,37.0,admin.,married,secondary,no,99.0,no
22533,30.0,services,married,secondary,no,-134.0,yes
22534,55.0,retired,divorced,primary,no,53.0,no
22535,34.0,technician,married,secondary,no,149.0,no
22536,40.0,blue-collar,married,secondary,no,100.0,no
22537,43.0,management,married,tertiary,yes,-3372.0,no
22538,55.0,retired,married,secondary,no,2749.0,yes
22539,32.0,management,single,tertiary,no,1731.0,yes
22540,49.0,admin.,divorced,secondary,no,169.0,no
22541,39.0,blue-collar,divorced,secondary,no,160.0,no
22542,58.0,retired,married,primary,no,590.0,no
22543,39.0,services,single,secondary,no,-189.0,no
22544,40.0,unemployed,married,primary,no,1908.0,no
22545,55.0,admin.,married,secondary,no,139.0,no
22546,56.0,admin.,married,secondary,no,346.0,yes
22547,38.0,unemployed,divorced,secondary,no,0.0,no
22548,46.0,blue-collar,single,secondary,no,324.0,no
22549,40.0,management,married,tertiary,no,211.0,no
22550,37.0,self-employed,married,secondary,no,2260.0,no
22551,38.0,technician,single,secondary,no,-143.0,no
22552,52.0,blue-collar,single,unknown,no,905.0,no
22553,25.0,blue-collar,single,primary,no,155.0,no
22554,42.0,blue-collar,married,secondary,no,1958.0,no
22555,28.0,admin.,single,secondary,no,1391.0,no
22556,51.0,blue-collar,divorced,secondary,no,1069.0,no
22557,29.0,services,single,secondary,no,193.0,no
22558,31.0,blue-collar,married,primary,no,292.0,yes
22559,43.0,services,married,secondary,no,192.0,yes
22560,31.0,technician,single,secondary,no,1771.0,no
22561,23.0,blue-collar,single,secondary,no,5145.0,no
22562,32.0,blue-collar,married,secondary,no,501.0,yes
22563,42.0,technician,divorced,secondary,no,0.0,no
22564,51.0,management,single,tertiary,no,0.0,no
22565,33.0,management,divorced,tertiary,no,-1027.0,no
22566,45.0,technician,single,secondary,no,410.0,no
22567,55.0,technician,divorced,tertiary,no,264.0,no
22568,39.0,blue-collar,married,secondary,no,123.0,no
22569,48.0,management,married,tertiary,no,7867.0,yes
22570,27.0,blue-collar,single,primary,no,-79.0,no
22571,35.0,technician,single,secondary,no,1609.0,no
22572,49.0,services,married,secondary,no,486.0,yes
22573,52.0,management,divorced,tertiary,no,12.0,no
22574,52.0,technician,divorced,secondary,no,137.0,no
22575,37.0,admin.,married,secondary,no,-47.0,no
22576,53.0,entrepreneur,single,secondary,no,62.0,no
22577,22.0,blue-collar,single,secondary,no,-189.0,no
22578,36.0,blue-collar,married,secondary,no,71.0,no
22579,31.0,blue-collar,married,secondary,no,1533.0,no
22580,29.0,management,single,tertiary,no,0.0,no
22581,27.0,blue-collar,single,secondary,no,5563.0,no
22582,32.0,self-employed,married,secondary,no,1942.0,no
22583,35.0,blue-collar,married,primary,no,3587.0,no
22584,39.0,blue-collar,married,unknown,no,157.0,no
22585,42.0,blue-collar,married,secondary,no,1307.0,no
22586,31.0,unemployed,divorced,primary,no,0.0,no
22587,40.0,blue-collar,married,primary,no,3693.0,no
22588,37.0,blue-collar,married,primary,no,157.0,no
22589,51.0,blue-collar,married,primary,no,610.0,yes
22590,50.0,admin.,single,secondary,no,692.0,no
22591,35.0,blue-collar,married,primary,no,2708.0,no
22592,42.0,housemaid,married,primary,no,4279.0,no
22593,27.0,management,single,secondary,no,1609.0,no
22594,26.0,management,single,tertiary,no,1004.0,no
22595,57.0,technician,married,secondary,no,16063.0,no
22596,31.0,management,single,tertiary,yes,-365.0,no
22597,30.0,technician,married,secondary,no,1.0,no
22598,40.0,technician,divorced,secondary,no,692.0,no
22599,32.0,blue-collar,single,secondary,no,1036.0,yes
22600,35.0,blue-collar,married,secondary,no,674.0,no
22601,42.0,technician,single,secondary,no,1037.0,no
22602,58.0,blue-collar,married,secondary,no,1025.0,no
22603,32.0,management,single,tertiary,no,127.0,no
22604,46.0,entrepreneur,married,secondary,no,1375.0,no
22605,33.0,technician,single,secondary,no,268.0,no
22606,44.0,technician,married,secondary,no,596.0,no
22607,38.0,blue-collar,married,secondary,no,602.0,no
22608,32.0,blue-collar,married,secondary,no,1484.0,no
22609,46.0,management,single,tertiary,no,2904.0,no
22610,23.0,services,single,tertiary,no,363.0,no
22611,50.0,self-employed,married,secondary,no,-465.0,no
22612,41.0,admin.,married,secondary,no,8238.0,yes
22613,58.0,management,married,primary,no,320.0,no
22614,55.0,technician,married,secondary,no,0.0,no
22615,36.0,blue-collar,married,secondary,no,0.0,no
22616,40.0,management,married,primary,no,472.0,no
22617,41.0,technician,single,secondary,no,568.0,no
22618,59.0,admin.,married,primary,no,2532.0,no
22619,23.0,blue-collar,single,secondary,no,1690.0,yes
22620,54.0,blue-collar,married,primary,no,-636.0,no
22621,45.0,entrepreneur,married,secondary,no,404.0,no
22622,27.0,management,single,tertiary,no,2061.0,no
22623,28.0,student,single,tertiary,no,682.0,no
22624,40.0,blue-collar,married,primary,no,254.0,no
22625,32.0,management,single,tertiary,no,2983.0,no
22626,44.0,admin.,single,secondary,no,946.0,no
22627,52.0,blue-collar,married,primary,no,2439.0,no
22628,51.0,retired,divorced,secondary,no,343.0,no
22629,31.0,student,single,tertiary,no,2010.0,no
22630,31.0,housemaid,married,secondary,no,1.0,no
22631,40.0,admin.,married,secondary,no,1538.0,no
22632,27.0,services,married,secondary,no,271.0,no
22633,28.0,blue-collar,single,secondary,no,438.0,no
22634,32.0,admin.,married,secondary,no,-540.0,yes
22635,28.0,blue-collar,single,secondary,no,1065.0,yes
22636,40.0,blue-collar,married,secondary,no,0.0,no
22637,46.0,blue-collar,married,primary,no,938.0,no
22638,33.0,technician,single,secondary,no,-244.0,no
22639,34.0,blue-collar,married,secondary,no,516.0,yes
22640,49.0,self-employed,married,secondary,no,294.0,no
22641,29.0,technician,single,secondary,no,401.0,no
22642,36.0,technician,single,secondary,no,300.0,no
22643,24.0,admin.,single,secondary,no,753.0,no
22644,40.0,admin.,single,secondary,no,2378.0,no
22645,53.0,blue-collar,married,primary,no,1942.0,no
22646,39.0,management,married,tertiary,no,756.0,no
22647,29.0,entrepreneur,married,secondary,no,291.0,no
22648,39.0,management,divorced,tertiary,no,2193.0,yes
22649,39.0,technician,married,secondary,no,1965.0,no
22650,44.0,entrepreneur,married,tertiary,no,307.0,no
22651,36.0,management,married,tertiary,no,9324.0,no
22652,43.0,management,single,secondary,no,1029.0,no
22653,43.0,admin.,divorced,secondary,no,15511.0,no
22654,31.0,technician,single,tertiary,no,3729.0,no
22655,53.0,blue-collar,married,primary,no,256.0,no
22656,30.0,management,single,secondary,no,308.0,yes
22657,49.0,technician,divorced,secondary,yes,-757.0,yes
22658,39.0,management,married,tertiary,no,22.0,no
22659,49.0,entrepreneur,married,tertiary,no,18904.0,no
22660,59.0,management,married,tertiary,no,553.0,no
22661,40.0,blue-collar,married,primary,no,540.0,no
22662,45.0,technician,divorced,secondary,no,1309.0,no
22663,57.0,management,divorced,tertiary,no,6468.0,no
22664,27.0,admin.,single,secondary,no,450.0,no
22665,38.0,blue-collar,single,secondary,no,4.0,no
22666,32.0,management,single,unknown,no,3044.0,no
22667,31.0,blue-collar,married,secondary,no,1358.0,no
22668,31.0,blue-collar,married,secondary,no,191.0,no
22669,41.0,blue-collar,married,primary,no,143.0,yes
22670,32.0,management,single,secondary,no,249.0,no
22671,59.0,retired,divorced,tertiary,no,4.0,no
22672,46.0,blue-collar,married,secondary,no,3696.0,no
22673,36.0,services,married,secondary,no,2984.0,no
22674,34.0,admin.,married,primary,no,239.0,no
22675,31.0,blue-collar,married,secondary,no,0.0,no
22676,39.0,management,married,tertiary,no,2763.0,no
22677,32.0,blue-collar,married,secondary,no,14.0,no
22678,39.0,blue-collar,single,secondary,no,4143.0,yes
22679,49.0,blue-collar,married,secondary,no,1730.0,no
22680,38.0,technician,single,secondary,no,615.0,no
22681,48.0,admin.,divorced,secondary,no,771.0,no
22682,55.0,technician,single,secondary,no,3339.0,no
22683,59.0,management,single,tertiary,no,266.0,no
22684,48.0,blue-collar,married,secondary,no,426.0,yes
22685,59.0,management,married,primary,no,396.0,no
22686,49.0,technician,married,secondary,no,6312.0,no
22687,41.0,blue-collar,single,secondary,no,304.0,no
22688,37.0,admin.,divorced,secondary,no,0.0,no
22689,38.0,services,married,tertiary,no,0.0,no
22690,27.0,blue-collar,married,primary,no,416.0,no
22691,34.0,blue-collar,married,primary,no,905.0,no
22692,54.0,blue-collar,married,secondary,no,5210.0,yes
22693,37.0,technician,single,secondary,no,2544.0,no
22694,36.0,management,married,secondary,no,80.0,no
22695,27.0,blue-collar,single,secondary,no,535.0,no
22696,40.0,blue-collar,married,primary,no,68.0,no
22697,39.0,management,married,tertiary,no,568.0,yes
22698,54.0,blue-collar,married,secondary,no,3782.0,no
22699,36.0,management,married,tertiary,no,2609.0,no
22700,53.0,blue-collar,married,secondary,no,1103.0,yes
22701,26.0,housemaid,single,secondary,no,229.0,no
22702,55.0,management,married,tertiary,no,1267.0,no
22703,50.0,blue-collar,married,secondary,no,2641.0,no
22704,41.0,blue-collar,married,primary,no,0.0,no
22705,44.0,services,married,secondary,no,26.0,no
22706,37.0,management,married,tertiary,no,34.0,no
22707,34.0,blue-collar,married,primary,no,147.0,no
22708,58.0,retired,married,secondary,no,25.0,no
22709,36.0,management,married,tertiary,no,596.0,no
22710,50.0,blue-collar,divorced,secondary,no,571.0,no
22711,31.0,technician,single,tertiary,no,-167.0,no
22712,37.0,blue-collar,married,primary,no,89.0,no
22713,29.0,technician,married,secondary,no,1097.0,no
22714,48.0,services,married,primary,yes,-583.0,no
22715,42.0,admin.,single,tertiary,no,519.0,no
22716,50.0,management,married,tertiary,no,332.0,no
22717,56.0,blue-collar,married,primary,no,186.0,no
22718,39.0,management,married,tertiary,no,177.0,yes
22719,31.0,admin.,single,secondary,no,92.0,no
22720,41.0,services,married,secondary,no,-141.0,yes
22721,31.0,admin.,single,secondary,no,17.0,no
22722,36.0,management,single,tertiary,yes,-559.0,no
22723,43.0,entrepreneur,married,secondary,no,641.0,yes
22724,43.0,admin.,divorced,secondary,no,777.0,no
22725,33.0,technician,single,secondary,no,1994.0,no
22726,40.0,technician,married,secondary,no,335.0,no
22727,39.0,blue-collar,married,secondary,no,280.0,no
22728,30.0,services,married,secondary,yes,-849.0,no
22729,35.0,management,single,tertiary,no,687.0,no
22730,40.0,services,married,primary,no,1082.0,no
22731,32.0,blue-collar,married,secondary,no,883.0,yes
22732,35.0,technician,divorced,secondary,no,5724.0,no
22733,24.0,admin.,single,secondary,no,1235.0,yes
22734,27.0,technician,married,secondary,no,7102.0,no
22735,34.0,technician,married,secondary,no,-126.0,no
22736,45.0,services,married,secondary,no,475.0,no
22737,60.0,admin.,married,secondary,no,4120.0,yes
22738,37.0,technician,married,secondary,no,5115.0,no
22739,34.0,blue-collar,married,primary,no,275.0,no
22740,44.0,admin.,married,secondary,no,734.0,no
22741,28.0,blue-collar,single,primary,no,-232.0,no
22742,53.0,management,married,tertiary,no,3911.0,yes
22743,44.0,blue-collar,single,primary,no,787.0,no
22744,42.0,entrepreneur,married,tertiary,no,287.0,yes
22745,34.0,admin.,married,tertiary,no,79.0,no
22746,35.0,technician,single,tertiary,no,391.0,no
22747,44.0,technician,single,secondary,no,2403.0,no
22748,37.0,management,married,tertiary,no,-491.0,no
22749,47.0,blue-collar,married,primary,no,176.0,no
22750,32.0,blue-collar,married,secondary,no,419.0,no
22751,51.0,management,married,tertiary,no,0.0,no
22752,52.0,admin.,married,primary,no,321.0,no
22753,45.0,blue-collar,married,secondary,no,159.0,yes
22754,29.0,services,married,secondary,no,-443.0,no
22755,34.0,technician,divorced,secondary,no,1451.0,no
22756,49.0,management,married,tertiary,no,1216.0,yes
22757,36.0,blue-collar,married,secondary,no,740.0,no
22758,46.0,technician,married,secondary,no,49.0,no
22759,57.0,technician,married,secondary,no,0.0,yes
22760,45.0,technician,single,unknown,no,7108.0,yes
22761,45.0,blue-collar,married,primary,no,676.0,no
22762,44.0,technician,married,secondary,no,561.0,no
22763,51.0,housemaid,married,tertiary,no,3122.0,no
22764,32.0,services,married,secondary,no,-34.0,no
22765,43.0,admin.,married,secondary,no,25741.0,no
22766,27.0,blue-collar,married,secondary,no,1341.0,yes
22767,35.0,blue-collar,married,secondary,no,535.0,no
22768,29.0,self-employed,single,tertiary,no,121.0,no
22769,51.0,management,married,tertiary,no,307.0,no
22770,37.0,technician,single,secondary,no,786.0,no
22771,51.0,management,divorced,tertiary,no,1267.0,no
22772,37.0,management,single,tertiary,no,614.0,no
22773,41.0,admin.,married,secondary,no,-111.0,no
22774,24.0,technician,single,secondary,no,278.0,no
22775,42.0,blue-collar,married,secondary,no,2441.0,no
