시군명,접수일자,발견장소,상태,공고고유번호,공고시작일자,공고종료일자,품종,색상,나이,체중,성별,중성화여부,특징,보호소명,보호소전화번호,보호소도로명주소,보호소지번주소,보호소우편번호,관할기관
남양주시,20210123,이패동,종료(자연사),경기-남양주-2021-00106,20210123,20210202,[개] 믹스견,황색,2020,3,M,N,어린강아지임.파보증세,남양주동물보호협회,031-591-7270,경기도 남양주시 금곡로 44,경기도 남양주시 금곡동 427-28번지 성원빌딩 1층,12237,경기도 남양주시
남양주시,20210123,별내동,종료(입양),경기-남양주-2021-00104,20210123,20210202,[개] 믹스견,살구색,2020,2,F,N,어린강아지임,남양주동물보호협회,031-591-7270,경기도 남양주시 금곡로 44,경기도 남양주시 금곡동 427-28번지 성원빌딩 1층,12237,경기도 남양주시
남양주시,20210123,이패동,종료(자연사),경기-남양주-2021-00108,20210123,20210202,[개] 믹스견,검황색.흰색,2020,3.6,M,N,어린강아지임.파보증세,남양주동물보호협회,031-591-7270,경기도 남양주시 금곡로 44,경기도 남양주시 금곡동 427-28번지 성원빌딩 1층,12237,경기도 남양주시
남양주시,20210123,별내동,종료(입양),경기-남양주-2021-00101,20210123,20210202,[개] 믹스견,살구색,2018,12,F,N,진갈색 가죽목줄착용.온순하나 겁이많음,남양주동물보호협회,031-591-7270,경기도 남양주시 금곡로 44,경기도 남양주시 금곡동 427-28번지 성원빌딩 1층,12237,경기도 남양주시
남양주시,20210123,이패동,종료(자연사),경기-남양주-2021-00107,20210123,20210202,[개] 믹스견,검황색,2020,3,F,N,어린강아지임.파보증세,남양주동물보호협회,031-591-7270,경기도 남양주시 금곡로 44,경기도 남양주시 금곡동 427-28번지 성원빌딩 1층,12237,경기도 남양주시
성남시,20210123,성남시청 당직실,종료(입양),경기-성남-2021-00029,20210123,20210202,[고양이] 터키시 앙고라,백색,2011,4.2,M,Y,"구내염,치석 매우심함,한쪽귀 잘려있음",펫토피아동물병원,031-714-8392,경기도 성남시 분당구 불정로 266,경기도 성남시 분당구 수내동 87-1번지 유신제일조합,13601,경기도 성남시
이천시,20210123,사음동 경충대로,종료(자연사),경기-이천-2021-00043,20210123,20210202,[개] 믹스견,흰색,2018,4,M,N,"옷 착용, 온순함",위더스 동물보호센터,031-882-4381,경기도 여주시 능서면 능서공원길 34,경기도 여주시 능서면 신지리 764-4번지,12641,경기도 이천시
안양시,20210123,안양9동 991-39 부근,종료(입양),경기-안양-2021-00005,20210123,20210202,[개] 푸들,갈,2016,3.2,F,U,겁 많으나 순함.,한국야생동물보호협회,031-296-0124,경기도 안산시 상록구 청곡길 50,경기도 안산시 상록구 부곡동 231-5번지,15301,경기도 안양시
부천시,20210123,옥산로 75 꿈마을아파트,종료(자연사),경기-부천-2021-00024,20210123,20210202,[고양이] 한국 고양이,"흰,검",2016,3,M,N,"기력없음,의식거의없음,구내염심함,저체온,예후극히불량",24시아이동물메디컬,032-677-5262,경기도 부천시 소사로 779,경기도 부천시 원종동 229-8,14427,경기도 부천시
부천시,20210123,역곡동 108,종료(입양),경기-부천-2021-00025,20210123,20210202,[개] 믹스견,"흰,갈,검",2021,2,F,N,"생후2개월추정,겁많고얌전,블랙탄,발흰색,샴푸냄새남",24시아이동물메디컬,032-677-5262,경기도 부천시 소사로 779,경기도 부천시 원종동 229-8,14427,경기도 부천시
남양주시,20210123,묵현리,종료(반환),경기-남양주-2021-00098,20210123,20210202,[개] 알라스칸 말라뮤트,흰색 .적색,2016,23,F,N,쇠줄달린 파랑색 목줄착용.온순함,남양주동물보호협회,031-591-7270,경기도 남양주시 금곡로 44,경기도 남양주시 금곡동 427-28번지 성원빌딩 1층,12237,경기도 남양주시
남양주시,20210123,양지리,종료(입양),경기-남양주-2021-00099,20210123,20210202,[개] 믹스견,흰색,2019,20,M,N,쇠줄달린 빨강색 목줄착용,남양주동물보호협회,031-591-7270,경기도 남양주시 금곡로 44,경기도 남양주시 금곡동 427-28번지 성원빌딩 1층,12237,경기도 남양주시
남양주시,20210123,덕소리,종료(반환),경기-남양주-2021-00100,20210123,20210202,[개] 믹스견,흰색,2016,20,M,N,파랑색 목줄착용 경계함,남양주동물보호협회,031-591-7270,경기도 남양주시 금곡로 44,경기도 남양주시 금곡동 427-28번지 성원빌딩 1층,12237,경기도 남양주시
이천시,20210123,대월면 대흥리 CU편의점,종료(자연사),경기-이천-2021-00040,20210123,20210202,[고양이] 한국 고양이,"검정색, 흰색",2020,1,M,N,"눈이 좋지 않음, 호흡기 질환, 야윔",위더스 동물보호센터,031-882-4381,경기도 여주시 능서면 능서공원길 34,경기도 여주시 능서면 신지리 764-4번지,12641,경기도 이천시
이천시,20210123,장호원읍 장감로 한마음재가복지센터,종료(자연사),경기-이천-2021-00041,20210123,20210202,[개] 믹스견,흰색,2020,1.3,F,N,"사람을 좋아하며, 매우온순함",위더스 동물보호센터,031-882-4381,경기도 여주시 능서면 능서공원길 34,경기도 여주시 능서면 신지리 764-4번지,12641,경기도 이천시
이천시,20210123,장호원 진암리 행정복지센터,종료(자연사),경기-이천-2021-00042,20210123,20210202,[개] 믹스견,흰색,2020,2,M,N,"사람을 좋아하며, 매우온순함",위더스 동물보호센터,031-882-4381,경기도 여주시 능서면 능서공원길 34,경기도 여주시 능서면 신지리 764-4번지,12641,경기도 이천시
광주시,20210123,광주시 송정동 일대,종료(기증),경기-광주-2021-00043,20210123,20210202,[고양이] 한국 고양이,검백색,2019,4.5,M,N,"1-43, 길에 쓰러져있었음, 호흡기질환 있고 식욕적으나 컨디션은 많이 좋아졌어요",광주TNR동물병원송정,031-798-7583,경기도 광주시 경안천로 144,경기도 광주시 송정동 6-9번지 1층,12740,경기도 광주시
여주시,20210123,가남읍 헌바디길,종료(안락사),경기-여주-2021-00070,20210123,20210202,[개] 믹스견,흰색,2015,10,M,N,"왼쪽다리 부상, 경계심이 다소있음",위더스 동물보호센터,031-882-4381,경기도 여주시 능서면 능서공원길 34,경기도 여주시 능서면 신지리 764-4번지,12641,경기도 여주시
남양주시,20210123,별내동,종료(입양),경기-남양주-2021-00102,20210123,20210202,[개] 믹스견,황색,2020,6.2,F,N,목줄없고 겁이많음,남양주동물보호협회,031-591-7270,경기도 남양주시 금곡로 44,경기도 남양주시 금곡동 427-28번지 성원빌딩 1층,12237,경기도 남양주시
남양주시,20210123,별내동,종료(입양),경기-남양주-2021-00103,20210123,20210202,[개] 믹스견,검정.황색,2020,2.1,F,N,어린강아지임,남양주동물보호협회,031-591-7270,경기도 남양주시 금곡로 44,경기도 남양주시 금곡동 427-28번지 성원빌딩 1층,12237,경기도 남양주시
남양주시,20210123,이패동,종료(자연사),경기-남양주-2021-00105,20210123,20210202,[개] 믹스견,황색.검정,2020,2.4,F,N,어린강아지임.파보증세,남양주동물보호협회,031-591-7270,경기도 남양주시 금곡로 44,경기도 남양주시 금곡동 427-28번지 성원빌딩 1층,12237,경기도 남양주시
여주시,20210123,상동 주내로,종료(자연사),경기-여주-2021-00072,20210123,20210202,[개] 믹스견,"흰색, 검정색",2018,7,F,N,경계심이 다소있음,위더스 동물보호센터,031-882-4381,경기도 여주시 능서면 능서공원길 34,경기도 여주시 능서면 신지리 764-4번지,12641,경기도 여주시
양주시,20210122,고암길 223 휴먼시아 7단지 정문인근,종료(안락사),경기-양주-2021-00048,20210125,20210204,[개] 믹스견,갈/검/흰,2018,17,M,N,양귀쫑긋. 코검정. 기침약간. 애교많음/배잘보임. 사람좋아함. ,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,경기도 양주시 남면 상수리 410-1번지,11409,경기도 양주시
양주시,20210122,광적면 가납리 852-2 대우하늘채 인근,종료(입양),경기-양주-2021-00038,20210125,20210204,[개] 라브라도 리트리버,검,2020,16,F,U,코검정. 매우활발함/사람좋아함. ,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,경기도 양주시 남면 상수리 410-1번지,11409,경기도 양주시
김포시,20210122,월곶면 애기봉로409번길 50 인근,종료(안락사),경기-김포-2021-00020,20210123,20210202,[개] 믹스견,갈/검/흰,2020,18,M,N,허스키믹스인듯. 양귀쫑긋. 양눈청회색. 코검정. 왼발 절뚝임. 사람따름. ,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,경기도 양주시 남면 상수리 410-1번지,11409,경기도 김포시
동두천시,20210122,삼육사로685번길 동두천 IC 일원,종료(안락사),경기-동두천-2021-00021,20210123,20210202,[개] 믹스견,검/갈,2021,1.5,F,U,양귀쫑긋. 코검정. 겁약간. 사람좋아함. 활발함. 낑낑거림. 2개월추정.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,경기도 양주시 남면 상수리 410-1번지,11409,경기도 동두천시
동두천시,20210122,상패동 644 일원,종료(안락사),경기-동두천-2021-00020,20210123,20210202,[개] 믹스견,검/갈,2021,1.4,M,N,양귀반접힘. 코검정. 사람좋아함. 활발함. 낑낑거림. 2개월추정.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,경기도 양주시 남면 상수리 410-1번지,11409,경기도 동두천시
동두천시,20210122,상패동 644 일원,종료(안락사),경기-동두천-2021-00019,20210123,20210202,[개] 믹스견,검/갈,2021,1.4,M,N,양귀반접힘. 코검정. 사람따름. 활발함. 2개월추정.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,경기도 양주시 남면 상수리 410-1번지,11409,경기도 동두천시
동두천시,20210122,삼육사로685번길 동두천 IC 일원,종료(안락사),경기-동두천-2021-00022,20210123,20210202,[개] 믹스견,검/갈,2021,1.2,M,N,양귀반접힘. 코검정. 겁있음. 얌전함. 사람따름. 2개월추정.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,경기도 양주시 남면 상수리 410-1번지,11409,경기도 동두천시
평택시,20210122,현곡리 오일뱅크,종료(안락사),경기-평택-2021-00141,20210122,20210201,[개] 믹스견,기타,2017,20,M,N,"온순함, 주황샐 목줄착용",평택시유기동물보호소,031-8024-3849,경기도 평택시 진위면 야막길 108-86,경기도 평택시 진위면 야막리 85-4번지,17705,경기도 평택시
용인시,20210122,처인구 포곡읍 에버랜드 적환장 ,종료(입양),경기-용인-2021-00057,20210122,20210201,[개] 믹스견,갈색,2021,3.3,M,N,"세마리 함께 입소, 약간 소심한편, 귀여운 아이",용인시 동물보호센터,031-324-3463,경기도 용인시 처인구 중부대로 1074-1,경기도 용인시 처인구 삼가동 164번지 용인시 동물보호센터,17090,경기도 용인시
수원시,20210122,영통구 매봉로 20 e편한세상 주차장,보호중,경기-수원-2021-00029,20210122,20210201,[개] 믹스견,갈,2014,8.3,F,N,유선종양. 서혜부탈장.,수원시 동물보호센터,031-228-3557,경기도 수원시 영통구 광교호수로 234,경기도 수원시 영통구 하동 40-10번지 수원시 동물보호센터 하동 40-10,16511,경기도 수원시
수원시,20210122,덕영대로417번길 52-52 인근,종료(입양),경기-수원-2021-00028,20210122,20210201,[고양이] 한국 고양이,치즈,2017,6.5,M,Y,교통사고 추정. 우전지 상완부 상처. 순함.,수원시 동물보호센터,031-228-3557,경기도 수원시 영통구 광교호수로 234,경기도 수원시 영통구 하동 40-10번지 수원시 동물보호센터 하동 40-10,16511,경기도 수원시
평택시,20210122,현촌1로7,종료(반환),경기-평택-2021-00151,20210122,20210201,[고양이] 페르시안-페르시안 친칠라,기타,2020,3,F,N,보라색 스카프착용,평택시유기동물보호소,031-8024-3849,경기도 평택시 진위면 야막길 108-86,경기도 평택시 진위면 야막리 85-4번지,17705,경기도 평택시
평택시,20210122,원정리 392-7,종료(반환),경기-평택-2021-00150,20210122,20210201,[개] 포메라니안,갈색,2020,3.5,F,N,온순함,평택시유기동물보호소,031-8024-3849,경기도 평택시 진위면 야막길 108-86,경기도 평택시 진위면 야막리 85-4번지,17705,경기도 평택시
평택시,20210122,안중 119,종료(안락사),경기-평택-2021-00148,20210122,20210201,[개] 믹스견,흰색,2016,14,M,N,사람을 잘 따름,평택시유기동물보호소,031-8024-3849,경기도 평택시 진위면 야막길 108-86,경기도 평택시 진위면 야막리 85-4번지,17705,경기도 평택시
평택시,20210122,가곡리 550-77,종료(안락사),경기-평택-2021-00147,20210122,20210201,[개] 믹스견,갈색,2020,1.6,M,N,강아지,평택시유기동물보호소,031-8024-3849,경기도 평택시 진위면 야막길 108-86,경기도 평택시 진위면 야막리 85-4번지,17705,경기도 평택시
평택시,20210122,숙성리 35-1,종료(입양),경기-평택-2021-00146,20210122,20210201,[개] 믹스견,흰색,2020,1.6,M,N,강아지,평택시유기동물보호소,031-8024-3849,경기도 평택시 진위면 야막길 108-86,경기도 평택시 진위면 야막리 85-4번지,17705,경기도 평택시
평택시,20210122,탄현1로 176,종료(입양),경기-평택-2021-00145,20210122,20210201,[고양이] 한국 고양이,검정,2018,4,M,Y,"중성화, 순함,  미분양 방사함",평택시유기동물보호소,031-8024-3849,경기도 평택시 진위면 야막길 108-86,경기도 평택시 진위면 야막리 85-4번지,17705,경기도 평택시
평택시,20210122,도일동 467,종료(자연사),경기-평택-2021-00144,20210122,20210201,[개] 믹스견,갈색,2020,2,M,N,강아지,평택시유기동물보호소,031-8024-3849,경기도 평택시 진위면 야막길 108-86,경기도 평택시 진위면 야막리 85-4번지,17705,경기도 평택시
평택시,20210122,황구지천 뚝방,종료(안락사),경기-평택-2021-00143,20210122,20210201,[개] 믹스견,기타,2020,3,M,N,2개월추정,평택시유기동물보호소,031-8024-3849,경기도 평택시 진위면 야막길 108-86,경기도 평택시 진위면 야막리 85-4번지,17705,경기도 평택시
평택시,20210122,황구지천 뚝방,종료(안락사),경기-평택-2021-00142,20210122,20210201,[개] 믹스견,기타,2020,2.7,M,N,2개월추정,평택시유기동물보호소,031-8024-3849,경기도 평택시 진위면 야막길 108-86,경기도 평택시 진위면 야막리 85-4번지,17705,경기도 평택시
화성시,20210122,진안동 692-88,종료(자연사),경기-화성-2021-00100,20210122,20210201,[개] 믹스견,"갈색,흰색",2020,6,F,U,"전체적으로 흰색, 얼굴과 꼬리부분이 갈색 , 뒤쪽으로 내장이 튀어나와있다.",남양유기견보호센터,031-356-2281,경기도 화성시 남양읍 화성로 1483-27,경기도 화성시 남양읍 북양리 12-2번지,18254,경기도 화성시
화성시,20210122,화성시 향남읍 상신리 1347,종료(반환),경기-화성-2021-00098,20210122,20210201,[개] 믹스견,갈색,2018,42,M,U,얼굴에서 세퍼드 차우차우 모습이 보인다 귀가 쫑긋하며 사람을 무서워하지않는다,남양유기견보호센터,031-356-2281,경기도 화성시 남양읍 화성로 1483-27,경기도 화성시 남양읍 북양리 12-2번지,18254,경기도 화성시
가평군,20210122,조종파출소 부근,종료(입양),경기-가평-2021-00012,20210122,20210201,[개] 스피츠,검정,2018,3.5,M,N,"초록색에 중간 노란색 목걸이, 코팅와이어 목줄",가평군유기동물보호소,031-580-4748,경기도 가평군 가평읍 아랫마장길 59,경기도 가평군 가평읍 승안리 100번지 농업기술센터 가평 유기동물 보호소(10:00~18:00),12408,경기도 가평군
용인시,20210122,처인구 포곡읍 에버랜드 적환장,종료(입양),경기-용인-2021-00056,20210122,20210201,[개] 믹스견,갈색,2021,2.8,F,N,"세마리 함께 입소, 약간소심한쳔편, 귀여운 아이",용인시 동물보호센터,031-324-3463,경기도 용인시 처인구 중부대로 1074-1,경기도 용인시 처인구 삼가동 164번지 용인시 동물보호센터,17090,경기도 용인시
용인시,20210122,처인구 포곡읍 에버랜드 적환장,종료(입양),경기-용인-2021-00055,20210122,20210201,[개] 믹스견,흰색,2021,2.3,M,N,"세마리 함께 입소, 귀여운 아이",용인시 동물보호센터,031-324-3463,경기도 용인시 처인구 중부대로 1074-1,경기도 용인시 처인구 삼가동 164번지 용인시 동물보호센터,17090,경기도 용인시
하남시,20210122,미사 강변한강로  326,종료(자연사),경기-하남-2021-00025,20210122,20210201,[고양이] 한국 고양이,ㅊㅣ즈,2021,2,M,N,교통사고    뇌진탕,하남동물병원,031-793-7802,경기도 하남시 신평로 37,경기도 하남시 덕풍동 420-35번지 하남동물병원,12978,경기도 하남시
남양주시,20210122,입석리,종료(입양),경기-남양주-2021-00097,20210122,20210201,[개] 믹스견,검정.흰색,2021,6.7,F,N,어린강아지나 체구가큼,남양주동물보호협회,031-591-7270,경기도 남양주시 금곡로 44,경기도 남양주시 금곡동 427-28번지 성원빌딩 1층,12237,경기도 남양주시
남양주시,20210122,입석리,종료(입양),경기-남양주-2021-00096,20210122,20210201,[개] 믹스견,살구색,2021,6.2,F,N,어린강아지나 체구가큼,남양주동물보호협회,031-591-7270,경기도 남양주시 금곡로 44,경기도 남양주시 금곡동 427-28번지 성원빌딩 1층,12237,경기도 남양주시
남양주시,20210122,입석리,종료(입양),경기-남양주-2021-00095,20210122,20210201,[개] 믹스견,검정색,2021,6.7,F,N,어린강아지나 체구가큼,남양주동물보호협회,031-591-7270,경기도 남양주시 금곡로 44,경기도 남양주시 금곡동 427-28번지 성원빌딩 1층,12237,경기도 남양주시
남양주시,20210122,별내동,종료(자연사),경기-남양주-2021-00094,20210122,20210201,[고양이] 한국 고양이,회백색,2019,3.6,M,N,도로변에 쓰러져있슴.빈사상태 호흡약함,남양주동물보호협회,031-591-7270,경기도 남양주시 금곡로 44,경기도 남양주시 금곡동 427-28번지 성원빌딩 1층,12237,경기도 남양주시
고양시,20210122,향동동543-6 ,종료(반환),경기-고양-2021-00048,20210122,20210201,[개] 믹스견,황색,2020,4.28,M,N,아기강아지,고양시동물보호센터,031-962-3232,경기도 고양시 덕양구 고양대로 1695,경기도 고양시 덕양구 원흥동 471-10번지 고양시 농업기술센터 고양시동물보호센터,10563,경기도 고양시
고양시,20210122,향동동543-6 ,종료(반환),경기-고양-2021-00047,20210122,20210201,[개] 믹스견,황색,2020,3.9,F,N,아기강아지,고양시동물보호센터,031-962-3232,경기도 고양시 덕양구 고양대로 1695,경기도 고양시 덕양구 원흥동 471-10번지 고양시 농업기술센터 고양시동물보호센터,10563,경기도 고양시
평택시,20210122,현화리 주공@,종료(안락사),경기-평택-2021-00149,20210122,20210201,[개] 믹스견,검정,2019,15,M,N,순함,평택시유기동물보호소,031-8024-3849,경기도 평택시 진위면 야막길 108-86,경기도 평택시 진위면 야막리 85-4번지,17705,경기도 평택시
부천시,20210122,심곡본동 692-13,종료(입양),경기-부천-2021-00022,20210122,20210201,[개] 포메라니안,갈.검,2017,4,M,N,"리드줄,갈색점퍼입고있음 순함",24시아이동물메디컬,032-677-5262,경기도 부천시 소사로 779,경기도 부천시 원종동 229-8,14427,경기도 부천시
화성시,20210122,진안동 692-88,종료(안락사),경기-화성-2021-00099,20210122,20210201,[개] 믹스견,갈색,2019,15,M,U,"빨간목줄착용,다리가 웰시코기처럼 짧다. 겁이 많다",남양유기견보호센터,031-356-2281,경기도 화성시 남양읍 화성로 1483-27,경기도 화성시 남양읍 북양리 12-2번지,18254,경기도 화성시
부천시,20210122,작동71-7,보호중,경기-부천-2021-00023,20210122,20210201,[개] 믹스견,갈색,2018,7.5,M,N,입가에 피. 많이 예민하고 사나움.,가나동물병원,032-665-0075,경기도 부천시 경인로 72,경기도 부천시 송내동 393-1번지,14728,경기도 부천시
안성시,20210121,삼죽면 율곡리 468,종료(안락사),경기-안성-2021-00048,20210201,20210215,[개] 믹스견,크림,2016,7,M,N,한쪽 고환이 작음,이성준동물병원,031-673-5858,경기도 안성시 중앙로 431-1,경기도 안성시 봉남동 326-2번지,17590,경기도 안성시
안성시,20210121,서운면 인리 211-3,종료(안락사),경기-안성-2021-00049,20210201,20210215,[개] 믹스견,검갈색,2020,9.3,F,N,없음,이성준동물병원,031-673-5858,경기도 안성시 중앙로 431-1,경기도 안성시 봉남동 326-2번지,17590,경기도 안성시
안성시,20210121,죽산면 녹배길 120 솔밭 식당,종료(안락사),경기-안성-2021-00050,20210201,20210215,[개] 믹스견,크림,2019,13,F,N,사진상 목걸이,이성준동물병원,031-673-5858,경기도 안성시 중앙로 431-1,경기도 안성시 봉남동 326-2번지,17590,경기도 안성시
안성시,20210121,동방건재,보호중,경기-안성-2021-00047,20210201,20210215,[고양이] 한국 고양이,삼색,2017,2.5,F,N,매우 마름/ 치주염,이성준동물병원,031-673-5858,경기도 안성시 중앙로 431-1,경기도 안성시 봉남동 326-2번지,17590,경기도 안성시
양주시,20210121,남면 상수리 646-9 인근,종료(안락사),경기-양주-2021-00037,20210125,20210204,[개] 믹스견,갈/흰,2021,1.6,M,N,양귀끝접힘. 온순함/얌전함. 꼬리단미안됨. 털상태 양호.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,경기도 양주시 남면 상수리 410-1번지,11409,경기도 양주시
양주시,20210121,남면 상수리 646-9 인근,종료(안락사),경기-양주-2021-00039,20210125,20210204,[개] 믹스견,갈/검/흰,2021,2,M,N,양귀반접힘. 온순함/얌전함/낑낑댐. 꼬리단미안됨. 털상태 양호.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,경기도 양주시 남면 상수리 410-1번지,11409,경기도 양주시
양주시,20210121,남면 상수리 646-9 인근,종료(안락사),경기-양주-2021-00045,20210125,20210204,[개] 믹스견,갈/검/흰,2021,1.3,F,U,양귀반접힘. 온순함/얌전함. 꼬리단미안됨. 털상태 양호.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,경기도 양주시 남면 상수리 410-1번지,11409,경기도 양주시
양주시,20210121,남면 상수리 646-9 인근,종료(안락사),경기-양주-2021-00041,20210125,20210204,[개] 믹스견,갈/검/흰,2021,0.7,M,N,양귀끝접힘. 만지면 소리지름/온순함. 꼬리단미안됨. 털상태 양호.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,경기도 양주시 남면 상수리 410-1번지,11409,경기도 양주시
양주시,20210121,남면 상수리 646-9 인근,종료(안락사),경기-양주-2021-00047,20210125,20210204,[개] 믹스견,갈/검/흰,2021,2,F,U,양귀반접힘. 얌전함/온순함. 꼬리단미안됨. 털상태 양호.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,경기도 양주시 남면 상수리 410-1번지,11409,경기도 양주시
양주시,20210121,남면 상수리 646-9 인근,종료(자연사),경기-양주-2021-00046,20210125,20210204,[개] 믹스견,갈/흰,2021,1.5,M,U,양귀반접힘. 온순함/낑낑댐. 꼬리단미안됨. 털상태 양호.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,경기도 양주시 남면 상수리 410-1번지,11409,경기도 양주시
양주시,20210121,남면 상수리 646-9 인근,종료(안락사),경기-양주-2021-00044,20210125,20210204,[개] 믹스견,갈/흰,2021,1.1,F,U,양귀반접힘. 겁있음/잡으면 소리지름/온순함. 꼬리단미안됨. 털상태 양호.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,경기도 양주시 남면 상수리 410-1번지,11409,경기도 양주시
양주시,20210121,남면 상수리 646-9 인근,종료(안락사),경기-양주-2021-00043,20210125,20210204,[개] 믹스견,갈/검/흰,2021,1.6,F,U,양귀반접힘. 배꼽탈장. 온순함/얌전함. 꼬리단미안됨. 털상태 양호.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,경기도 양주시 남면 상수리 410-1번지,11409,경기도 양주시
양주시,20210121,남면 상수리 646-9 인근,종료(안락사),경기-양주-2021-00042,20210125,20210204,[개] 믹스견,연갈/검/흰,2021,1.7,M,N,양귀쫑긋. 배꼽탈장. 온순함/얌전함. 꼬리단미안됨. 털상태 양호.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,경기도 양주시 남면 상수리 410-1번지,11409,경기도 양주시
양주시,20210121,남면 상수리 646-9 인근,종료(안락사),경기-양주-2021-00040,20210125,20210204,[개] 믹스견,갈/흰,2021,1.3,F,U,양귀끝접힘. 온순함/얌전함. 꼬리단미안됨. 털상태 양호.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,경기도 양주시 남면 상수리 410-1번지,11409,경기도 양주시
안산시,20210121,본오동 965-4 근처 길가,종료(입양),경기-안산-2021-00050,20210121,20210202,[고양이] 믹스묘,베이지,2020,6.4,M,N,"최근 동네에 갑자기 나타남. 사람을 좋아하고 애교가 많음. 눈꼽,콧물",스타캣츠,031-410-3777,경기도 안산시 단원구 한양대학로 208,경기도 안산시 단원구 고잔동 730-3번지 2층 스타캣츠,15466,경기도 안산시
화성시,20210121,비봉면 자안리 553-1번지 윤창정밀,종료(안락사),경기-화성-2021-00094,20210121,20210201,[개] 믹스견,"갈색, 검정",2021,3,M,N,"전체적으로 갈색, 얼굴과 귀부분이 검다 , 귀가 접혀있다",남양유기견보호센터,031-356-2281,경기도 화성시 남양읍 화성로 1483-27,경기도 화성시 남양읍 북양리 12-2번지,18254,경기도 화성시
포천시,20210121,산북면 갈월리 19 인근,종료(안락사),경기-포천-2021-00064,20210122,20210201,[개] 믹스견,갈/흰,2021,5,M,N,양귀반접힘. 낑낑댐/겁있음/온순함. 꼬리단미안됨. 털때탐.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,경기도 양주시 남면 상수리 410-1번지 한국동물구조관리협회,11409,경기도 포천시
고양시,20210121,지축동 425-21 부근,종료(입양),경기-고양-2021-00045,20210122,20210201,[개] 믹스견,황색,2020,1.52,F,N,아기강아지,고양시동물보호센터,031-962-3232,경기도 고양시 덕양구 고양대로 1695,경기도 고양시 덕양구 원흥동 471-10번지 고양시 농업기술센터 고양시동물보호센터,10563,경기도 고양시
파주시,20210121,동문리 GPS애견학교 마당,종료(입양),경기-파주-2021-00032,20210121,20210201,[개] 믹스견,흰색,2020,9,M,N,진드기감염,버디종합동물병원,031-953-1183,경기도 파주시 문산읍 문산역로 77,경기도 파주시 문산읍 문산리 17-363번지 버디종합동물병원,10823,경기도 파주시
파주시,20210121,동문리 GPS애견학교 마당,종료(입양),경기-파주-2021-00031,20210121,20210201,[개] 믹스견,흰색,2019,15,F,N,"진드기감염,사나움",버디종합동물병원,031-953-1183,경기도 파주시 문산읍 문산역로 77,경기도 파주시 문산읍 문산리 17-363번지 버디종합동물병원,10823,경기도 파주시
하남시,20210121,풍산 코스트코뒷편,종료(입양),경기-하남-2021-00024,20210121,20210201,[개] 믹스견,흰노랑,2021,2,F,N,1달 귀여운 애기,하남동물병원,031-793-7802,경기도 하남시 신평로 37,경기도 하남시 덕풍동 420-35번지 하남동물병원,12978,경기도 하남시
하남시,20210121,풍산 코스트코뒷편,종료(입양),경기-하남-2021-00023,20210121,20210201,[개] 믹스견,검회색,2021,2,F,N,1달 귀여운 애기,하남동물병원,031-793-7802,경기도 하남시 신평로 37,경기도 하남시 덕풍동 420-35번지 하남동물병원,12978,경기도 하남시
남양주시,20210121,금곡리,종료(입양),경기-남양주-2021-00093,20210121,20210201,[개] 믹스견,흰색,2021,3.2,M,N,어린강아지며 뒷다리에 붕대가 감겨있슴,남양주동물보호협회,031-591-7270,경기도 남양주시 금곡로 44,경기도 남양주시 금곡동 427-28번지 성원빌딩 1층,12237,경기도 남양주시
파주시,20210121,방촌로581-75,종료(입양),경기-파주-2021-00030,20210121,20210201,[개] 믹스견,"검정,흰색",2021,2.8,F,N,순함,파주24시동물병원,031-944-5575,경기도 파주시 교하로 87,경기도 파주시 목동동 941-1번지 삼성프라자 201호,10892,경기도 파주시
화성시,20210121,송산면 덕기리 612-2번지,종료(자연사),경기-화성-2021-00081,20210121,20210201,[개] 믹스견,갈색,2021,1.8,F,N,"아직 어린개체, 귀가쳐져있고 억울한 표정이다. 전체적으로 갈색털을 가지고있다.",남양유기견보호센터,031-356-2281,경기도 화성시 남양읍 화성로 1483-27,경기도 화성시 남양읍 북양리 12-2번지,18254,경기도 화성시
